logKd,MPs types,Ageing_Status,Water Type,Plastic Density,SSA,Particle Size,LogKow,E,S,A,B,V,PH,Salinity,Temperature
0.77,PP,Pristine,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
1.38,PP,Pristine,DI,0.9,,4000.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.87,PP,Pristine,DI,0.9,,4000.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
2.25,PP,Pristine,DI,0.9,,4000.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
2.29,PP,Pristine,DI,0.9,,4000.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
2.11,PP,Pristine,DI,0.9,,4000.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
0.57,PP,Aged,DI,0.9,,4000.0,1.43,0.02,0.28,0.0,0.54,0.8718,7.3,0.014,22.0
0.78,PP,Aged,DI,0.9,,4000.0,1.92,0.0,0.22,0.0,0.54,1.0127,7.3,0.014,22.0
0.87,PP,Aged,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
1.15,PP,Aged,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
1.51,PP,Aged,DI,0.9,,4000.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.9,PP,Aged,DI,0.9,,4000.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
2.23,PP,Aged,DI,0.9,,4000.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
2.24,PP,Aged,DI,0.9,,4000.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
2.12,PP,Aged,DI,0.9,,4000.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
1.03,PS,Pristine,DI,1.05,,3500.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.39,PS,Pristine,DI,1.05,,3500.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
1.62,PS,Pristine,DI,1.05,,3500.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
1.57,PS,Pristine,DI,1.05,,3500.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
1.28,PS,Pristine,DI,1.05,,3500.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
0.7,PS,Aged,DI,1.05,,3500.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.16,PS,Aged,DI,1.05,,3500.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
1.42,PS,Aged,DI,1.05,,3500.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
1.34,PS,Aged,DI,1.05,,3500.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
1.04,PS,Aged,DI,1.05,,3500.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
4.1,PS,Pristine,DI,1.05,,10.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0001,25.0
3.8,PS,Pristine,DI,1.05,,10.0,2.25,1.67,1.26,0.2,0.57,1.1852,7.0,0.0001,25.0
4.09,PS,Pristine,DI,1.05,,10.0,3.72,1.34,0.94,0.0,0.22,1.2263,7.0,0.0001,25.0
3.94,PS,Pristine,DI,1.05,,10.0,3.05,1.46,1.2,0.65,0.49,1.3007,7.0,0.0001,25.0
3.82,PS,Pristine,DI,1.05,,10.0,2.69,1.52,1.05,0.61,0.37,1.1441,7.0,0.0001,25.0
3.99,PS,Pristine,DI,1.05,,10.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0001,25.0
3.82,PS,Pristine,DI,1.05,,10.0,2.25,1.67,1.26,0.2,0.57,1.1852,7.0,0.0001,25.0
4.02,PS,Pristine,DI,1.05,,10.0,3.72,1.34,0.94,0.0,0.22,1.2263,7.0,0.0001,25.0
3.68,PS,Pristine,DI,1.05,,10.0,3.05,1.46,1.2,0.65,0.49,1.3007,7.0,0.0001,25.0
3.68,PS,Pristine,DI,1.05,,10.0,2.69,1.52,1.05,0.61,0.37,1.1441,7.0,0.0001,25.0
3.46,PET,Aged,DI,1.4,,2700.0,1.51,0.81,0.89,0.6,0.3,0.7751,6.98,0.0,25.0
3.24,PS,Aged,DI,1.1,,3100.0,1.51,0.81,0.89,0.6,0.3,0.7751,6.98,0.0,25.0
4.0,PVC,Aged,DI,1.4,,4300.0,1.51,0.81,0.89,0.6,0.3,0.7751,6.98,0.0,25.0
2.89,PP,Aged,DI,0.9,,3400.0,1.51,0.81,0.89,0.6,0.3,0.7751,6.98,0.0,25.0
4.52,PVC,Pristine,DI,1.4,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.0,18.0
3.36,PVC,Pristine,SS,1.4,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.15,18.0
4.71,PVC,Pristine,SS,1.4,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.3,18.0
4.71,PVC,Pristine,SS,1.4,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.45,18.0
4.56,PVC,Pristine,SS,1.4,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,18.0
8.51,PVC,Pristine,DI,1.4,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,6.0,0.0,18.0
9.17,PVC,Pristine,SS,1.4,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.15,18.0
8.1,PVC,Pristine,SS,1.4,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.3,18.0
6.44,PVC,Pristine,SS,1.4,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.45,18.0
7.01,PVC,Pristine,SS,1.4,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.7,18.0
5.22,PE,Pristine,DI,0.95,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.0,18.0
5.56,PE,Pristine,SS,0.95,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.15,18.0
6.14,PE,Pristine,SS,0.95,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.3,18.0
7.59,PE,Pristine,SS,0.95,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.45,18.0
6.3,PE,Pristine,SS,0.95,,225.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,18.0
7.47,PE,Pristine,DI,0.95,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,6.0,0.0,18.0
8.18,PE,Pristine,SS,0.95,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.15,18.0
8.1,PE,Pristine,SS,0.95,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.3,18.0
6.47,PE,Pristine,SS,0.95,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.45,18.0
9.48,PE,Pristine,SS,0.95,,225.0,6.79,1.81,1.76,0.0,0.16,2.218,8.1,0.7,18.0
3.38,PE,Pristine,DI,0.96,0.025,530.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.0,25.0
2.51,PE,Aged,DI,0.96,0.019,530.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.0,25.0
4.5,PP,Pristine,DI,0.9,0.025,545.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.0,25.0
4.52,PP,Aged,DI,0.9,0.015,545.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.0,25.0
0.69,PS,Pristine,DI,1.05,,725.0,1.08,0.96,0.96,0.26,0.41,0.8162,7.0,0.0,25.0
0.81,PS,Pristine,DI,1.05,0.4044,367.5,1.08,0.96,0.96,0.26,0.41,0.8162,7.0,0.0,25.0
0.89,PS,Pristine,DI,1.05,0.3736,242.0,1.08,0.96,0.96,0.26,0.41,0.8162,7.0,0.0,25.0
1.18,PS,Pristine,DI,1.05,0.7214,125.0,1.08,0.96,0.96,0.26,0.41,0.8162,7.0,0.0,25.0
2.46,PLA,Pristine,DI,1.25,,685.23,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
2.27,PLA,Aged,DI,1.25,,478.62,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
3.22,PLA,Aged,DI,1.25,,478.62,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
2.33,PLA,Aged,DI,1.25,,478.62,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
2.03,PP,Pristine,DI,0.9,,515.42,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
2.09,PP,Aged,DI,0.9,,331.58,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
2.11,PP,Aged,DI,0.9,,331.58,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
2.76,PP,Aged,DI,0.9,,331.58,0.0,2.2,2.34,0.7,2.52,2.3047,7.0,0.0,25.0
