logKMP,Ageing_Status,Water Type,Plastic Density,SSA,Particle Size,LogKow,E,S,A,B,V,PH,Salinity,Temperature
4.3,Pristine,F,0.95,0.66,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.09,Pristine,SF,0.95,0.66,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.56,Pristine,F,0.95,0.66,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
4.94,Pristine,SF,0.95,0.66,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
4.63,Pristine,F,0.95,0.66,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
4.12,Pristine,SF,0.95,5.781,219.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
3.98,Pristine,F,0.95,5.781,219.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
3.98,Pristine,SF,0.95,5.781,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
3.81,Pristine,F,0.95,5.781,219.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.15,Pristine,SF,0.95,5.781,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.56,Pristine,F,0.95,5.781,219.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
5.12,Pristine,SF,0.95,5.781,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
5.12,Pristine,F,0.95,5.781,219.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
4.05,Pristine,SF,1.38,0.164,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
4.08,Pristine,F,1.38,0.164,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
4.08,Pristine,SF,1.38,0.164,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
4.12,Pristine,F,1.38,0.164,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
4.39,Pristine,SF,1.38,0.164,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
4.05,Pristine,F,1.38,0.164,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
4.98,Pristine,SF,1.38,0.164,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
4.99,Pristine,F,1.38,0.164,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
3.47,Pristine,SF,0.9,,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
3.44,Pristine,F,0.9,,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
3.65,Pristine,SF,0.9,,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
3.59,Pristine,F,0.9,,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
3.7,Pristine,SF,0.9,,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
3.74,Pristine,F,0.9,,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
3.77,Pristine,SF,0.9,,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
3.83,Pristine,F,0.9,,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
2.93,Pristine,SF,1.25,0.094,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.23,0.0036,25.0
2.99,Pristine,F,1.25,0.094,3000.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.45,0.0053,25.0
2.85,Pristine,SF,1.25,0.094,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.23,0.0036,25.0
2.86,Pristine,F,1.25,0.094,3000.0,4.02,1.59,1.06,0.0,0.25,1.3565,7.45,0.0053,25.0
2.92,Pristine,SF,1.25,0.094,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.23,0.0036,25.0
2.92,Pristine,F,1.25,0.094,3000.0,4.8,2.38,1.55,0.0,0.24,1.5846,7.45,0.0053,25.0
3.12,Pristine,SF,1.25,0.094,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.23,0.0036,25.0
3.13,Pristine,F,1.25,0.094,3000.0,4.93,2.81,1.71,0.0,0.28,1.5846,7.45,0.0053,25.0
3.89,Pristine,SS,0.95,0.129,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.65,Pristine,SS,0.95,0.042,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.42,Pristine,SS,0.95,0.027,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.92,Pristine,SS,0.95,0.248,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.89,Pristine,SS,0.95,0.107,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.81,Pristine,SS,0.95,0.085,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.42,Pristine,SS,0.95,0.129,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
1.76,Pristine,SS,1.14,0.129,220.0,1.51,0.81,0.89,0.6,0.3,0.7751,8.1,0.5,25.0
3.41,Pristine,SS,1.14,,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
3.38,Pristine,SS,1.14,,220.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.5,25.0
1.53,Pristine,SS,1.14,,220.0,1.51,0.81,0.89,0.6,0.3,0.7751,8.1,0.5,25.0
4.18,Pristine,DI,0.95,0.352,50.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
2.01,Pristine,DI,0.95,0.352,50.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
2.55,Pristine,DI,0.95,0.352,50.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
4.06,Pristine,DI,0.92,1.579,12.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
1.57,Pristine,DI,0.92,1.579,12.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
2.87,Pristine,DI,0.92,1.579,12.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
4.35,Pristine,DI,1.38,3.944,2.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
2.97,Pristine,DI,1.38,3.944,2.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
3.06,Pristine,DI,1.38,3.944,2.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
4.25,Pristine,DI,0.91,3.327,59.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
3.19,Pristine,DI,0.91,3.327,59.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
4.05,Pristine,DI,0.91,3.327,59.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
2.8,Pristine,DI,1.06,0.482,261.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.0,25.0
2.26,Pristine,DI,1.06,0.482,261.0,1.81,0.87,1.11,0.0,0.28,0.8906,7.0,0.0,25.0
2.79,Pristine,DI,1.06,0.482,261.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0,25.0
3.02,Pristine,SS,0.9,,637.5,6.57,1.94,1.44,0.0,0.11,1.8138,8.1,0.6,25.0
2.7,Pristine,DI,0.9,,637.5,6.57,1.94,1.44,0.0,0.11,1.8138,7.0,0.0,25.0
3.06,Pristine,DI,1.14,0.3,350.0,3.94,1.8,1.77,0.86,1.1,2.1988,7.0,0.0,25.0
3.29,Pristine,SS,1.14,0.3,350.0,3.94,1.8,1.77,0.86,1.1,2.1988,8.1,0.6,25.0
3.1,Pristine,DI,1.14,0.3,350.0,4.12,2.01,2.34,0.98,1.23,2.3946,7.0,0.0,25.0
3.02,Pristine,SS,1.14,0.3,350.0,4.12,2.01,2.34,0.98,1.23,2.3946,8.1,0.6,25.0
2.72,Pristine,DI,1.14,0.3,350.0,2.81,1.97,1.74,1.06,1.63,2.2575,7.0,0.0,25.0
2.77,Pristine,SS,1.14,0.3,350.0,2.81,1.97,1.74,1.06,1.63,2.2575,8.1,0.6,25.0
5.18,Pristine,DI,1.26,0.04,175.0,4.93,2.81,1.71,0.0,0.28,1.5846,6.0,0.03,25.0
4.28,Pristine,DI,1.26,0.04,175.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.03,25.0
2.26,Pristine,DI,1.05,0.19,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
2.81,Pristine,DI,1.26,0.04,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
1.94,Pristine,DI,1.26,0.04,175.0,2.82,1.22,1.29,0.17,1.01,1.6196,6.0,0.03,25.0
5.21,Pristine,DI,1.15,,175.0,4.93,2.81,1.71,0.0,0.28,1.5846,6.0,0.03,25.0
4.56,Pristine,DI,1.15,,175.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.03,25.0
2.95,Pristine,DI,1.26,0.04,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
2.77,Pristine,DI,1.15,,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
1.82,Pristine,DI,1.15,,175.0,2.82,1.22,1.29,0.17,1.01,1.6196,6.0,0.03,25.0
3.03,Pristine,DI,1.15,,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
3.03,Pristine,DI,1.2,0.1,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
1.95,Pristine,DI,1.2,0.1,175.0,2.82,1.22,1.29,0.17,1.01,1.6196,6.0,0.03,25.0
4.11,Pristine,DI,1.05,0.19,175.0,4.93,2.81,1.71,0.0,0.28,1.5846,6.0,0.03,25.0
2.8,Pristine,DI,1.05,0.19,175.0,4.35,2.06,1.29,0.0,0.29,1.4544,6.0,0.03,25.0
3.27,Pristine,DI,1.2,0.1,175.0,2.99,1.6,1.59,0.0,0.29,1.2596,6.0,0.03,25.0
2.79,Pristine,DI,1.05,0.19,175.0,2.25,1.67,1.26,0.2,0.57,1.1852,6.0,0.03,25.0
3.91,Pristine,DI,1.05,19.48,0.055,-0.31,1.98,2.5,0.05,2.39,2.2724,6.0,0.03,25.0
3.95,Pristine,DI,1.05,19.48,0.055,-0.31,1.98,2.5,0.05,2.39,2.2724,6.0,0.03,25.0
0.19,Pristine,DI,0.92,0.3884,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
0.17,Pristine,DI,0.92,0.3884,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.14,Pristine,DI,0.92,0.3884,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-0.73,Pristine,DI,0.92,0.3884,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-0.56,Pristine,DI,0.92,0.3884,94.0,-1.28,3.7,3.22,1.77,3.35,3.2197,7.5,0.03,25.0
1.66,Pristine,DI,0.92,0.3884,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.39,Pristine,DI,0.92,0.3884,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
-0.18,Pristine,DI,0.94,0.3548,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
0.12,Pristine,DI,0.94,0.3548,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.3,Pristine,DI,0.94,0.3548,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-1.02,Pristine,DI,0.94,0.3548,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-0.72,Pristine,DI,0.94,0.3548,94.0,-0.81,0.72,0.84,0.57,1.02,0.7693,7.5,0.03,25.0
-1.05,Pristine,DI,0.9,0.4836,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
0.19,Pristine,DI,0.9,0.4836,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.33,Pristine,DI,0.9,0.4836,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-0.74,Pristine,DI,0.9,0.4836,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-1.05,Pristine,DI,0.9,0.4836,94.0,-0.81,0.72,0.84,0.57,1.02,0.7693,7.5,0.03,25.0
0.19,Pristine,DI,0.9,0.4836,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.29,Pristine,DI,0.9,0.4836,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
-0.15,Pristine,DI,1.4,0.6929,94.0,0.0,2.2,2.34,0.7,2.52,2.3047,7.5,0.03,25.0
-0.25,Pristine,DI,1.4,0.6929,94.0,-0.31,1.98,2.5,0.05,2.39,2.2724,7.5,0.03,25.0
0.26,Pristine,DI,1.4,0.6929,94.0,2.6,1.84,1.43,0.44,1.31,2.148,7.5,0.03,25.0
-0.85,Pristine,DI,1.4,0.6929,94.0,1.17,1.63,1.64,0.85,2.34,2.4923,7.5,0.03,25.0
-0.85,Pristine,DI,1.4,0.6929,94.0,-0.81,0.72,0.84,0.57,1.02,0.7693,7.5,0.03,25.0
-0.85,Pristine,DI,1.4,0.6929,94.0,-1.28,3.7,3.22,1.77,3.35,3.2197,7.5,0.03,25.0
1.35,Pristine,DI,1.4,0.6929,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.41,Pristine,DI,1.4,0.6929,94.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.5,0.03,25.0
2.09,Pristine,DI,0.92,,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.36,Pristine,DI,0.92,,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.41,Pristine,DI,0.92,,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
1.97,Pristine,DI,0.93,0.0004,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.45,Pristine,DI,0.93,0.0004,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.51,Pristine,DI,0.93,0.0004,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.56,Pristine,DI,1.12,0.0017,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.67,Pristine,DI,1.12,0.0017,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.73,Pristine,DI,1.12,0.0017,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.32,Pristine,DI,0.85,0.0054,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.59,Pristine,DI,0.85,0.0054,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.64,Pristine,DI,0.85,0.0054,4000.0,6.77,2.32,1.45,0.0,0.34,2.0829,7.0,0.0,25.0
2.51,Pristine,DI,1.14,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.46,Pristine,DI,0.95,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.49,Pristine,DI,1.05,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.49,Pristine,DI,1.38,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.59,Pristine,DI,1.4,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
1.44,Pristine,DI,0.9,,125.0,0.48,1.89,2.23,0.58,1.29,1.7244,7.0,0.0,25.0
2.77,Pristine,DI,0.95,1.0159,161.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
2.95,Pristine,DI,0.9,0.2218,218.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
3.38,Pristine,DI,1.05,1.9241,103.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
3.91,Pristine,DI,1.4,2.6334,120.0,7.2,2.61,2.05,0.78,0.58,2.5643,7.0,0.03,25.0
0.85,Pristine,SS,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
1.18,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
3.31,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
1.12,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.82,Pristine,SS,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.49,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.44,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
1.07,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
0.18,Pristine,SS,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.63,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.5,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.51,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
0.92,Pristine,SS,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
1.1,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
3.25,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
1.07,Pristine,SF,0.95,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.38,Pristine,SS,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.4,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.45,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
1.04,Pristine,SF,0.95,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
-0.24,Pristine,SS,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.61,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.42,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.09,Pristine,SF,0.95,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
0.76,Pristine,SS,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
0.91,Pristine,SF,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
3.16,Pristine,SF,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
0.94,Pristine,SF,1.05,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.42,Pristine,SS,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.47,Pristine,SF,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.42,Pristine,SF,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
1.1,Pristine,SF,1.05,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
0.23,Pristine,SS,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.4,Pristine,SF,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.72,Pristine,SF,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.87,Pristine,SF,1.05,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
0.18,Pristine,SS,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,8.1,0.7,25.0
0.35,Pristine,SF,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,6.9,0.03,25.0
2.74,Pristine,SF,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,2.0,0.03,25.0
0.61,Pristine,SF,0.9,,25.0,3.79,0.73,0.7,0.56,0.79,1.7771,10.0,0.03,25.0
0.16,Pristine,SS,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,8.1,0.7,25.0
1.04,Pristine,SF,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,6.9,0.03,25.0
3.19,Pristine,SF,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,2.0,0.03,25.0
0.4,Pristine,SF,0.9,,25.0,4.02,1.81,1.85,0.55,0.77,2.025,10.0,0.03,25.0
-0.2,Pristine,SS,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,8.1,0.7,25.0
0.23,Pristine,SF,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,6.9,0.03,25.0
2.13,Pristine,SF,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,2.0,0.03,25.0
0.16,Pristine,SF,0.9,,25.0,3.1,1.51,2.02,0.6,0.67,1.7821,10.0,0.03,25.0
3.1,Pristine,DI,1.26,0.601,112.5,2.94,1.68,1.79,0.0,1.24,2.1452,7.0,0.03,25.0
2.36,Pristine,DI,0.95,0.553,112.5,2.94,1.68,1.79,0.0,1.24,2.1452,7.0,0.03,25.0
2.32,Pristine,DI,1.4,0.144,112.5,2.94,1.68,1.79,0.0,1.24,2.1452,7.0,0.03,25.0
3.94,Pristine,SF,0.95,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.002,23.0
4.09,Pristine,SS,0.95,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,23.0
2.39,Pristine,SF,0.9,,2000.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.002,23.0
2.53,Pristine,SS,0.9,,2000.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,23.0
3.87,Pristine,SF,1.41,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,7.0,0.002,23.0
4.02,Pristine,SS,1.41,,2500.0,4.35,2.06,1.29,0.0,0.29,1.4544,8.1,0.7,23.0
-0.04,Pristine,DI,0.9,,4000.0,1.43,0.02,0.28,0.0,0.54,0.8718,7.3,0.014,22.0
0.29,Pristine,DI,0.9,,4000.0,1.92,0.0,0.22,0.0,0.54,1.0127,7.3,0.014,22.0
0.45,Pristine,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
0.77,Pristine,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
1.38,Pristine,DI,0.9,,4000.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.87,Pristine,DI,0.9,,4000.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
2.25,Pristine,DI,0.9,,4000.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
2.29,Pristine,DI,0.9,,4000.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
2.11,Pristine,DI,0.9,,4000.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
0.57,Aged,DI,0.9,,4000.0,1.43,0.02,0.28,0.0,0.54,0.8718,7.3,0.014,22.0
0.78,Aged,DI,0.9,,4000.0,1.92,0.0,0.22,0.0,0.54,1.0127,7.3,0.014,22.0
0.87,Aged,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
1.15,Aged,DI,0.9,,4000.0,2.41,0.0,0.16,0.0,0.61,1.1536,7.3,0.014,22.0
1.51,Aged,DI,0.9,,4000.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.9,Aged,DI,0.9,,4000.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
2.23,Aged,DI,0.9,,4000.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
2.24,Aged,DI,0.9,,4000.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
2.12,Aged,DI,0.9,,4000.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
1.03,Pristine,DI,1.05,,3500.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.39,Pristine,DI,1.05,,3500.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
1.62,Pristine,DI,1.05,,3500.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
1.57,Pristine,DI,1.05,,3500.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
1.28,Pristine,DI,1.05,,3500.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
0.7,Aged,DI,1.05,,3500.0,1.99,0.61,0.52,0.0,0.14,0.7164,7.3,0.014,22.0
1.16,Aged,DI,1.05,,3500.0,2.54,0.6,0.52,0.0,0.14,0.8573,7.3,0.014,22.0
1.42,Aged,DI,1.05,,3500.0,3.03,0.61,0.51,0.0,0.15,0.9982,7.3,0.014,22.0
1.34,Aged,DI,1.05,,3500.0,3.09,0.62,0.52,0.0,0.16,0.9982,7.3,0.014,22.0
1.04,Aged,DI,1.05,,3500.0,3.63,0.66,0.56,0.0,0.16,0.9982,7.3,0.014,22.0
4.1,Pristine,DI,1.05,,10.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0001,25.0
3.8,Pristine,DI,1.05,,10.0,2.25,1.67,1.26,0.2,0.57,1.1852,7.0,0.0001,25.0
4.09,Pristine,DI,1.05,,10.0,3.72,1.34,0.94,0.0,0.22,1.2263,7.0,0.0001,25.0
3.94,Pristine,DI,1.05,,10.0,3.05,1.46,1.2,0.65,0.49,1.3007,7.0,0.0001,25.0
3.82,Pristine,DI,1.05,,10.0,2.69,1.52,1.05,0.61,0.37,1.1441,7.0,0.0001,25.0
3.99,Pristine,DI,1.05,,10.0,3.17,1.34,0.92,0.0,0.2,1.0854,7.0,0.0001,25.0
3.82,Pristine,DI,1.05,,10.0,2.25,1.67,1.26,0.2,0.57,1.1852,7.0,0.0001,25.0
4.02,Pristine,DI,1.05,,10.0,3.72,1.34,0.94,0.0,0.22,1.2263,7.0,0.0001,25.0
